year,country_produced_plastic,country
2018,488992.7,Nicaragua
2019,503837.84,Nicaragua
1990,2833638.2,Nigeria
1991,2942348.2,Nigeria
1992,3132127.5,Nigeria
1993,3265555.0,Nigeria
1994,3587605.8,Nigeria
1995,3728756.5,Nigeria
1996,4001960.2,Nigeria
1997,4302762.0,Nigeria
1998,4502795.0,Nigeria
1999,4846356.0,Nigeria
2000,5105161.0,Nigeria
2001,5233854.5,Nigeria
2002,5573598.0,Nigeria
2003,5810151.0,Nigeria
2004,6185062.0,Nigeria
2005,6365700.0,Nigeria
2006,6773161.0,Nigeria
2007,7158238.0,Nigeria
2008,6826479.5,Nigeria
2009,7006681.0,Nigeria
2010,7611229.5,Nigeria
2011,7925163.5,Nigeria
2012,8231267.5,Nigeria
2013,8589838.0,Nigeria
2014,8748987.0,Nigeria
2015,9004651.0,Nigeria
2016,9162142.0,Nigeria
2017,9428605.0,Nigeria
2018,9734380.0,Nigeria
2019,10029903.0,Nigeria
1990,230379.42,North Korea
1991,239217.72,North Korea
1992,254647.08,North Korea
1993,265494.94,North Korea
1994,291678.2,North Korea
1995,303154.0,North Korea
1996,325365.9,North Korea
1997,349821.56,North Korea
1998,366084.56,North Korea
1999,394016.62,North Korea
2000,415057.94,North Korea
2001,425520.9,North Korea
2002,453142.6,North Korea
2003,472374.75,North Korea
2004,502855.66,North Korea
2005,517541.8,North Korea
2006,550669.0,North Korea
2007,581976.44,North Korea
2008,555003.94,North Korea
2009,569654.6,North Korea
2010,618805.4,North Korea
2011,644328.75,North Korea
2012,669215.5,North Korea
2013,698367.8,North Korea
2014,711306.9,North Korea
2015,732092.8,North Korea
2016,744897.06,North Korea
2017,766560.94,North Korea
2018,791421.0,North Korea
2019,815447.44,North Korea
1990,2379.3674,Northern Mariana Islands
1991,2470.6497,Northern Mariana Islands
1992,2630.0046,Northern Mariana Islands
1993,2742.0417,Northern Mariana Islands
1994,3012.4636,Northern Mariana Islands
1995,3130.9858,Northern Mariana Islands
1996,3360.3914,Northern Mariana Islands
1997,3612.9702,Northern Mariana Islands
1998,3780.9353,Northern Mariana Islands
1999,4069.4187,Northern Mariana Islands
2000,4286.734,Northern Mariana Islands
2001,4394.796,Northern Mariana Islands
2002,4680.074,Northern Mariana Islands
2003,4878.7046,Northern Mariana Islands
2004,5193.512,Northern Mariana Islands
2005,5345.1914,Northern Mariana Islands
2006,5687.3306,Northern Mariana Islands
2007,6010.675,Northern Mariana Islands
2008,5732.1016,Northern Mariana Islands
2009,5883.414,Northern Mariana Islands
2010,6391.0454,Northern Mariana Islands
2011,6654.6514,Northern Mariana Islands
2012,6911.6826,Northern Mariana Islands
2013,7212.7695,Northern Mariana Islands
2014,7346.405,Northern Mariana Islands
2015,7561.0825,Northern Mariana Islands
2016,7693.325,Northern Mariana Islands
2017,7917.0703,Northern Mariana Islands
2018,8173.8257,Northern Mariana Islands
2019,8421.972,Northern Mariana Islands
1990,237500.39,Norway
1991,246611.88,Norway
1992,262518.16,Norway
1993,273701.3,Norway
1994,300693.9,Norway
1995,312524.4,Norway
1996,335422.88,Norway
1997,360634.44,Norway
1998,377400.16,Norway
1999,406195.6,Norway
2000,427887.28,Norway
2001,438673.66,Norway
2002,467149.12,Norway
2003,486975.75,Norway
2004,518398.78,Norway
2005,533538.9,Norway
2006,567690.06,Norway
2007,599965.2,Norway
2008,572158.94,Norway
2009,587262.5,Norway
2010,637932.5,Norway
2011,664244.75,Norway
2012,689900.75,Norway
2013,719954.2,Norway
2014,733293.25,Norway
2015,754721.7,Norway
2016,767921.7,Norway
2017,790255.1,Norway
2018,815883.6,Norway
2019,840652.75,Norway
1990,44322.49,Oman
1991,46022.88,Oman
1992,48991.32,Oman
1993,51078.332,Oman
1994,56115.707,Oman
1995,58323.52,Oman
1996,62596.85,Oman
1997,67301.85,Oman
1998,70430.68,Oman
1999,75804.51,Oman
2000,79852.62,Oman
2001,81865.58,Oman
2002,87179.695,Oman
2003,90879.75,Oman
2004,96743.945,Oman
2005,99569.4,Oman
2006,105942.71,Oman
2007,111965.92,Oman
2008,106776.7,Oman
2009,109595.336,Oman
2010,119051.41,Oman
2011,123961.82,Oman
2012,128749.76,Oman
2013,134358.36,Oman
2014,136847.69,Oman
2015,140846.69,Oman
2016,143310.08,Oman
2017,147477.97,Oman
2018,152260.77,Oman
2019,156883.19,Oman
1990,3047743.2,Pakistan
1991,3164667.2,Pakistan
1992,3368785.8,Pakistan
1993,3512294.8,Pakistan
1994,3858679.0,Pakistan
1995,4010495.0,Pakistan
1996,4304341.5,Pakistan
1997,4627871.0,Pakistan
1998,4843018.0,Pakistan
1999,5212538.5,Pakistan
2000,5490898.5,Pakistan
2001,5629315.5,Pakistan
2002,5994729.5,Pakistan
2003,6249156.0,Pakistan
2004,6652395.0,Pakistan
2005,6846681.5,Pakistan
2006,7284929.0,Pakistan
2007,7699102.5,Pakistan
2008,7342276.5,Pakistan
2009,7536094.0,Pakistan
2010,8186321.0,Pakistan
2011,8523975.0,Pakistan
2012,8853208.0,Pakistan
2013,9238871.0,Pakistan
2014,9410045.0,Pakistan
2015,9685027.0,Pakistan
2016,9854418.0,Pakistan
2017,10141014.0,Pakistan
2018,10469893.0,Pakistan
2019,10787745.0,Pakistan
1990,511.42612,Palau
1991,531.0465,Palau
1992,565.29865,Palau
1993,589.3801,Palau
1994,647.5051,Palau
1995,672.9805,Palau
1996,722.2894,Palau
1997,776.5793,Palau
1998,812.682,Palau
1999,874.6893,Palau
2000,921.3995,Palau
2001,944.6265,Palau
2002,1005.94476,Palau
2003,1048.6388,Palau
2004,1116.3042,Palau
2005,1148.9065,Palau
2006,1222.4465,Palau
2007,1291.9468,Palau
2008,1232.0697,Palau
2009,1264.5931,Palau
2010,1373.7045,Palau
2011,1430.3645,Palau
2012,1485.6113,Palau
2013,1550.3275,Palau
2014,1579.0514,Palau
2015,1625.1947,Palau
2016,1653.6193,Palau
2017,1701.7114,Palau
2018,1756.8989,Palau
2019,1810.2361,Palau
1990,41653.66,Palestine
1991,43251.668,Palestine
1992,46041.367,Palestine
1993,48002.71,Palestine
1994,52736.766,Palestine
1995,54811.64,Palestine
1996,58827.656,Palestine
1997,63249.35,Palestine
1998,66189.78,Palestine
1999,71240.02,Palestine
2000,75044.39,Palestine
2001,76936.14,Palestine
2002,81930.27,Palestine
2003,85407.53,Palestine
2004,90918.62,Palestine
2005,93573.945,Palestine
2006,99563.5,Palestine
2007,105224.02,Palestine
2008,100347.27,Palestine
2009,102996.18,Palestine
2010,111882.87,Palestine
2011,116497.61,Palestine
2012,120997.24,Palestine
2013,126268.125,Palestine
2014,128607.57,Palestine
2015,132365.77,Palestine
2016,134680.83,Palestine
2017,138597.75,Palestine
2018,143092.56,Palestine
2019,147436.66,Palestine
1990,91646.99,Panama
1991,95162.945,Panama
1992,101300.89,Panama
1993,105616.266,Panama
1994,116032.195,Panama
1995,120597.37,Panama
1996,129433.47,Panama
1997,139162.14,Panama
1998,145631.72,Panama
1999,156743.34,Panama
2000,165113.75,Panama
2001,169276.02,Panama
2002,180264.19,Panama
2003,187914.9,Panama
2004,200040.47,Panama
2005,205882.75,Panama
2006,219061.06,Panama
2007,231515.44,Panama
2008,220785.53,Panama
2009,226613.69,Panama
2010,246166.31,Panama
2011,256319.73,Panama
2012,266219.9,Panama
2013,277816.97,Panama
2014,282964.25,Panama
2015,291233.1,Panama
2016,296326.72,Panama
2017,304944.78,Panama
2018,314834.34,Panama
2019,324392.28,Panama
1990,127017.14,Papua New Guinea
1991,131890.05,Papua New Guinea
1992,140396.86,Papua New Guinea
1993,146377.7,Papua New Guinea
1994,160813.55,Papua New Guinea
1995,167140.6,Papua New Guinea
1996,179386.89,Papua New Guinea
1997,192870.25,Papua New Guinea
1998,201836.67,Papua New Guinea
1999,217236.72,Papua New Guinea
2000,228837.6,Papua New Guinea
2001,234606.25,Papua New Guinea
2002,249835.17,Papua New Guinea
2003,260438.6,Papua New Guinea
2004,277243.9,Papua New Guinea
2005,285340.94,Papua New Guinea
2006,303605.28,Papua New Guinea
2007,320866.28,Papua New Guinea
2008,305995.28,Papua New Guinea
2009,314072.75,Papua New Guinea
2010,341171.5,Papua New Guinea
2011,355243.53,Papua New Guinea
2012,368964.56,Papua New Guinea
2013,385037.38,Papua New Guinea
2014,392171.2,Papua New Guinea
2015,403631.28,Papua New Guinea
2016,410690.78,Papua New Guinea
2017,422634.9,Papua New Guinea
2018,436341.2,Papua New Guinea
2019,449587.94,Papua New Guinea
1990,733810.44,Peru
1991,761962.44,Peru
1992,811108.5,Peru
1993,845661.4,Peru
1994,929060.94,Peru
1995,965613.94,Peru
1996,1036363.9,Peru
1997,1114260.6,Peru
1998,1166062.0,Peru
1999,1255032.0,Peru
2000,1322053.2,Peru
2001,1355380.1,Peru
2002,1443361.5,Peru
2003,1504620.2,Peru
2004,1601708.8,Peru
2005,1648487.5,Peru
2006,1754005.2,Peru
2007,1853726.4,Peru
2008,1767812.9,Peru
2009,1814478.5,Peru
2010,1971034.9,Peru
2011,2052332.5,Peru
2012,2131602.5,Peru
2013,2224459.2,Peru
2014,2265673.2,Peru
2015,2331881.0,Peru
2016,2372665.5,Peru
2017,2441669.8,Peru
2018,2520854.5,Peru
2019,2597384.2,Peru
1990,1219516.5,Philippines
1991,1266302.2,Philippines
1992,1347977.8,Philippines
1993,1405401.0,Philippines
1994,1544002.5,Philippines
1995,1604749.6,Philippines
1996,1722328.8,Philippines
1997,1851785.0,Philippines
1998,1937873.5,Philippines
1999,2085732.4,Philippines
2000,2197114.8,Philippines
2001,2252500.5,Philippines
2002,2398716.5,Philippines
2003,2500522.0,Philippines
2004,2661873.0,Philippines
2005,2739614.5,Philippines
2006,2914973.8,Philippines
2007,3080700.0,Philippines
2008,2937920.8,Philippines
2009,3015474.2,Philippines
2010,3275654.5,Philippines
2011,3410762.8,Philippines
2012,3542501.0,Philippines
2013,3696819.2,Philippines
2014,3765312.5,Philippines
2015,3875343.2,Philippines
2016,3943122.8,Philippines
2017,4057800.5,Philippines
2018,4189397.5,Philippines
2019,4316582.0,Philippines
1990,640188.06,Poland
1991,664748.4,Poland
1992,707624.1,Poland
1993,737768.6,Poland
1994,810527.75,Poland
1995,842417.1,Poland
1996,904140.56,Poland
1997,972098.94,Poland
1998,1017291.3,Poland
1999,1094910.1,Poland
2000,1153380.6,Poland
2001,1182455.5,Poland
2002,1259211.9,Poland
2003,1312655.0,Poland
2004,1397356.6,Poland
2005,1438167.1,Poland
2006,1530222.4,Poland
2007,1617220.8,Poland
2008,1542268.5,Poland
2009,1582980.4,Poland
2010,1719562.6,Poland
2011,1790488.0,Poland
2012,1859644.4,Poland
2013,1940654.1,Poland
2014,1976609.8,Poland
2015,2034370.6,Poland
2016,2069951.6,Poland
2017,2130152.0,Poland
2018,2199234.2,Poland
2019,2266000.0,Poland
1990,486084.38,Portugal
1991,504732.6,Portugal
1992,537287.44,Portugal
1993,560175.7,Portugal
1994,615420.5,Portugal
1995,639633.6,Portugal
1996,686499.2,Portugal
1997,738098.9,Portugal
1998,772412.7,Portugal
1999,831347.44,Portugal
2000,875743.06,Portugal
2001,897819.25,Portugal
2002,956099.06,Portugal
2003,996677.56,Portugal
2004,1060990.1,Portugal
2005,1091976.9,Portugal
2006,1161873.0,Portugal
2007,1227929.4,Portugal
2008,1171019.2,Portugal
2009,1201931.1,Portugal
2010,1305635.9,Portugal
2011,1359488.4,Portugal
2012,1411997.6,Portugal
2013,1473507.0,Portugal
2014,1500807.6,Portugal
2015,1544664.5,Portugal
2016,1571680.5,Portugal
2017,1617389.8,Portugal
2018,1669842.6,Portugal
2019,1720536.9,Portugal
1990,162699.11,Puerto Rico
1991,168940.9,Puerto Rico
1992,179837.47,Puerto Rico
1993,187498.47,Puerto Rico
1994,205989.69,Puerto Rico
1995,214094.14,Puerto Rico
1996,229780.69,Puerto Rico
1997,247051.81,Puerto Rico
1998,258537.12,Puerto Rico
1999,278263.38,Puerto Rico
2000,293123.22,Puerto Rico
2001,300512.4,Puerto Rico
2002,320019.47,Puerto Rico
2003,333601.62,Puerto Rico
2004,355127.9,Puerto Rico
2005,365499.62,Puerto Rico
2006,388894.8,Puerto Rico
2007,411004.78,Puerto Rico
2008,391956.2,Puerto Rico
2009,402302.84,Puerto Rico
2010,437014.22,Puerto Rico
2011,455039.38,Puerto Rico
2012,472614.97,Puerto Rico
2013,493203.0,Puerto Rico
2014,502340.88,Puerto Rico
2015,517020.38,Puerto Rico
2016,526063.0,Puerto Rico
2017,541362.5,Puerto Rico
2018,558919.25,Puerto Rico
2019,575887.25,Puerto Rico
1990,49399.676,Qatar
1991,51294.85,Qatar
1992,54603.332,Qatar
1993,56929.41,Qatar
1994,62543.82,Qatar
1995,65004.543,Qatar
1996,69767.39,Qatar
1997,75011.35,Qatar
1998,78498.586,Qatar
1999,84487.99,Qatar
2000,88999.82,Qatar
2001,91243.375,Qatar
2002,97166.23,Qatar
2003,101290.125,Qatar
2004,107826.07,Qatar
2005,110975.18,Qatar
2006,118078.57,Qatar
2007,124791.74,Qatar
2008,119008.09,Qatar
2009,122149.59,Qatar
2010,132688.88,Qatar
2011,138161.78,Qatar
2012,143498.19,Qatar
2013,149749.25,Qatar
2014,152523.75,Qatar
2015,156980.83,Qatar
2016,159726.4,Qatar
2017,164371.72,Qatar
2018,169702.4,Qatar
2019,174854.34,Qatar
1990,147526.95,Romania
1991,153186.69,Romania
1992,163067.12,Romania
1993,170013.72,Romania
1994,186780.56,Romania
1995,194129.25,Romania
1996,208352.98,Romania
1997,224013.53,Romania
1998,234427.8,Romania
1999,252314.53,Romania
2000,265788.62,Romania
2001,272488.75,Romania
2002,290176.75,Romania
2003,302492.34,Romania
2004,322011.25,Romania
2005,331415.75,Romania
2006,352629.25,Romania
2007,372677.44,Romania
2008,355405.2,Romania
2009,364786.97,Romania
2010,396261.4,Romania
2011,412605.7,Romania
2012,428542.28,Romania
2013,447210.4,Romania
2014,455496.16,Romania
2015,468806.75,Romania
2016,477006.16,Romania
2017,490878.9,Romania
2018,506798.4,Romania
2019,522184.12,Romania
1990,2775620.2,Russia
1991,2882104.5,Russia
1992,3067998.0,Russia
1993,3198693.5,Russia
1994,3514150.5,Russia
1995,3652411.2,Russia
1996,3920021.2,Russia
1997,4214664.0,Russia
1998,4410601.0,Russia
1999,4747128.0,Russia
2000,5000634.0,Russia
2001,5126692.5,Russia
2002,5459480.0,Russia
2003,5691189.5,Russia
2004,6058424.5,Russia
2005,6235364.0,Russia
2006,6634482.0,Russia
2007,7011675.0,Russia
2008,6686709.0,Russia
2009,6863221.0,Russia
2010,7455391.5,Russia
2011,7762898.0,Russia
2012,8062734.5,Russia
2013,8413963.0,Russia
2014,8569854.0,Russia
2015,8820283.0,Russia
2016,8974549.0,Russia
2017,9235556.0,Russia
2018,9535071.0,Russia
2019,9824543.0,Russia
1990,5836.7217,Saint Kitts and Nevis
1991,6060.6426,Saint Kitts and Nevis
1992,6451.5493,Saint Kitts and Nevis
1993,6726.383,Saint Kitts and Nevis
1994,7389.7427,Saint Kitts and Nevis
1995,7680.4844,Saint Kitts and Nevis
1996,8243.2295,Saint Kitts and Nevis
1997,8862.819,Saint Kitts and Nevis
1998,9274.847,Saint Kitts and Nevis
1999,9982.514,Saint Kitts and Nevis
2000,10515.6,Saint Kitts and Nevis
2001,10780.682,Saint Kitts and Nevis
2002,11480.484,Saint Kitts and Nevis
2003,11967.736,Saint Kitts and Nevis
2004,12739.978,Saint Kitts and Nevis
2005,13112.055,Saint Kitts and Nevis
2006,13951.342,Saint Kitts and Nevis
2007,14744.523,Saint Kitts and Nevis
2008,14061.167,Saint Kitts and Nevis
2009,14432.346,Saint Kitts and Nevis
2010,15677.594,Saint Kitts and Nevis
2011,16324.234,Saint Kitts and Nevis
2012,16954.746,Saint Kitts and Nevis
2013,17693.328,Saint Kitts and Nevis
2014,18021.145,Saint Kitts and Nevis
2015,18547.762,Saint Kitts and Nevis
2016,18872.16,Saint Kitts and Nevis
2017,19421.02,Saint Kitts and Nevis
2018,20050.854,Saint Kitts and Nevis
2019,20659.57,Saint Kitts and Nevis
1990,15628.917,Saint Lucia
1991,16228.507,Saint Lucia
1992,17275.232,Saint Lucia
1993,18011.15,Saint Lucia
1994,19787.42,Saint Lucia
1995,20565.936,Saint Lucia
1996,22072.791,Saint Lucia
1997,23731.86,Saint Lucia
1998,24835.14,Saint Lucia
1999,26730.05,Saint Lucia
2000,28157.488,Saint Lucia
2001,28867.297,Saint Lucia
2002,30741.15,Saint Lucia
2003,32045.855,Saint Lucia
2004,34113.676,Saint Lucia
2005,35109.984,Saint Lucia
2006,37357.332,Saint Lucia
2007,39481.223,Saint Lucia
2008,37651.41,Saint Lucia
2009,38645.312,Saint Lucia
2010,41979.695,Saint Lucia
2011,43711.195,Saint Lucia
2012,45399.51,Saint Lucia
2013,47377.203,Saint Lucia
2014,48254.99,Saint Lucia
2015,49665.105,Saint Lucia
2016,50533.746,Saint Lucia
2017,52003.418,Saint Lucia
2018,53689.92,Saint Lucia
2019,55319.875,Saint Lucia
1990,4191.2227,Saint Vincent and the Grenadines
1991,4352.015,Saint Vincent and the Grenadines
1992,4632.7173,Saint Vincent and the Grenadines
1993,4830.069,Saint Vincent and the Grenadines
1994,5306.413,Saint Vincent and the Grenadines
1995,5515.1885,Saint Vincent and the Grenadines
1996,5919.283,Saint Vincent and the Grenadines
1997,6364.1973,Saint Vincent and the Grenadines
1998,6660.0654,Saint Vincent and the Grenadines
1999,7168.225,Saint Vincent and the Grenadines
2000,7551.023,Saint Vincent and the Grenadines
2001,7741.3726,Saint Vincent and the Grenadines
2002,8243.886,Saint Vincent and the Grenadines
2003,8593.7705,Saint Vincent and the Grenadines
2004,9148.3,Saint Vincent and the Grenadines
2005,9415.48,Saint Vincent and the Grenadines
2006,10018.154,Saint Vincent and the Grenadines
2007,10587.721,Saint Vincent and the Grenadines
2008,10097.018,Saint Vincent and the Grenadines
2009,10363.553,Saint Vincent and the Grenadines
2010,11257.738,Saint Vincent and the Grenadines
2011,11722.077,Saint Vincent and the Grenadines
2012,12174.834,Saint Vincent and the Grenadines
2013,12705.193,Saint Vincent and the Grenadines
2014,12940.591,Saint Vincent and the Grenadines
2015,13318.743,Saint Vincent and the Grenadines
2016,13551.687,Saint Vincent and the Grenadines
2017,13945.811,Saint Vincent and the Grenadines
2018,14398.081,Saint Vincent and the Grenadines
2019,14835.1875,Saint Vincent and the Grenadines
1990,3327.1216,Samoa
1991,3454.7637,Samoa
1992,3677.5935,Samoa
1993,3834.2573,Samoa
1994,4212.394,Samoa
1995,4378.1265,Samoa
1996,4698.909,Samoa
1997,5052.0957,Samoa
1998,5286.965,Samoa
1999,5690.358,Samoa
2000,5994.2344,Samoa
2001,6145.34,Samoa
2002,6544.2505,Samoa
2003,6821.9995,Samoa
2004,7262.202,Samoa
2005,7474.2983,Samoa
2006,7952.719,Samoa
2007,8404.858,Samoa
2008,8015.3237,Samoa
2009,8226.907,Samoa
2010,8936.739,Samoa
2011,9305.346,Samoa
2012,9664.758,Samoa
2013,10085.773,Samoa
2014,10272.639,Samoa
2015,10572.828,Samoa
2016,10757.746,Samoa
2017,11070.613,Samoa
2018,11429.641,Samoa
2019,11776.629,Samoa
1990,3123.2166,Sao Tome and Principe
1991,3243.0361,Sao Tome and Principe
1992,3452.2095,Sao Tome and Principe
1993,3599.2722,Sao Tome and Principe
1994,3954.2344,Sao Tome and Principe
1995,4109.8096,Sao Tome and Principe
1996,4410.933,Sao Tome and Principe
1997,4742.4746,Sao Tome and Principe
1998,4962.9497,Sao Tome and Principe
1999,5341.62,Sao Tome and Principe
2000,5626.8735,Sao Tome and Principe
2001,5768.7183,Sao Tome and Principe
2002,6143.1816,Sao Tome and Principe
2003,6403.9087,Sao Tome and Principe
2004,6817.133,Sao Tome and Principe
2005,7016.231,Sao Tome and Principe
2006,7465.3315,Sao Tome and Principe
2007,7889.7607,Sao Tome and Principe
2008,7524.0986,Sao Tome and Principe
2009,7722.716,Sao Tome and Principe
2010,8389.045,Sao Tome and Principe
2011,8735.061,Sao Tome and Principe
2012,9072.446,Sao Tome and Principe
2013,9467.66,Sao Tome and Principe
2014,9643.073,Sao Tome and Principe
2015,9924.865,Sao Tome and Principe
2016,10098.45,Sao Tome and Principe
2017,10392.144,Sao Tome and Principe
2018,10729.167,Sao Tome and Principe
2019,11054.89,Sao Tome and Principe
1990,742241.9,Saudi Arabia
1991,770717.3,Saudi Arabia
1992,820428.0,Saudi Arabia
1993,855377.94,Saudi Arabia
1994,939735.75,Saudi Arabia
1995,976708.7,Saudi Arabia
1996,1048271.6,Saudi Arabia
1997,1127063.4,Saudi Arabia
1998,1179460.0,Saudi Arabia
1999,1269452.1,Saudi Arabia
2000,1337243.5,Saudi Arabia
2001,1370953.4,Saudi Arabia
2002,1459945.6,Saudi Arabia
2003,1521908.2,Saudi Arabia
2004,1620112.2,Saudi Arabia
2005,1667428.5,Saudi Arabia
2006,1774158.5,Saudi Arabia
2007,1875025.5,Saudi Arabia
2008,1788124.9,Saudi Arabia
2009,1835326.8,Saudi Arabia
2010,1993681.9,Saudi Arabia
2011,2075913.6,Saudi Arabia
2012,2156094.2,Saudi Arabia
2013,2250018.0,Saudi Arabia
2014,2291705.5,Saudi Arabia
2015,2358674.2,Saudi Arabia
2016,2399927.2,Saudi Arabia
2017,2469724.2,Saudi Arabia
2018,2549819.0,Saudi Arabia
2019,2627228.0,Saudi Arabia
1990,230800.53,Senegal
1991,239654.98,Senegal
1992,255112.56,Senegal
1993,265980.25,Senegal
1994,292211.38,Senegal
1995,303708.12,Senegal
1996,325960.66,Senegal
1997,350461.0,Senegal
1998,366753.72,Senegal
1999,394736.88,Senegal
2000,415816.62,Senegal
2001,426298.72,Senegal
2002,453970.9,Senegal
2003,473238.22,Senegal
2004,503774.8,Senegal
2005,518487.8,Senegal
2006,551675.6,Senegal
2007,583040.25,Senegal
2008,556018.44,Senegal
2009,570695.9,Senegal
2010,619936.5,Senegal
2011,645506.5,Senegal
2012,670438.75,Senegal
2013,699644.4,Senegal
2014,712607.1,Senegal
2015,733431.06,Senegal
2016,746258.7,Senegal
2017,767962.1,Senegal
2018,792867.6,Senegal
2019,816938.0,Senegal
1990,5575.305,Seychelles
1991,5789.1973,Seychelles
1992,6162.596,Seychelles
1993,6425.12,Seychelles
1994,7058.769,Seychelles
1995,7336.489,Seychelles
1996,7874.0293,Seychelles
1997,8465.869,Seychelles
1998,8859.442,Seychelles
1999,9535.414,Seychelles
2000,10044.624,Seychelles
2001,10297.834,Seychelles
2002,10966.294,Seychelles
2003,11431.723,Seychelles
2004,12169.376,Seychelles
2005,12524.789,Seychelles
2006,13326.485,Seychelles
2007,14084.142,Seychelles
2008,13431.393,Seychelles
2009,13785.946,Seychelles
2010,14975.422,Seychelles
2011,15593.101,Seychelles
2012,16195.373,Seychelles
2013,16900.875,Seychelles
2014,17214.008,Seychelles
2015,17717.04,Seychelles
2016,18026.908,Seychelles
2017,18551.186,Seychelles
2018,19152.812,Seychelles
2019,19734.266,Seychelles
1990,45940.42,Sierra Leone
1991,47702.883,Sierra Leone
1992,50779.684,Sierra Leone
1993,52942.88,Sierra Leone
1994,58164.133,Sierra Leone
1995,60452.543,Sierra Leone
1996,64881.867,Sierra Leone
1997,69758.62,Sierra Leone
1998,73001.66,Sierra Leone
1999,78571.65,Sierra Leone
2000,82767.53,Sierra Leone
2001,84853.98,Sierra Leone
2002,90362.08,Sierra Leone
2003,94197.195,Sierra Leone
2004,100275.45,Sierra Leone
2005,103204.05,Sierra Leone
2006,109810.01,Sierra Leone
2007,116053.086,Sierra Leone
2008,110674.445,Sierra Leone
2009,113595.96,Sierra Leone
2010,123397.22,Sierra Leone
2011,128486.88,Sierra Leone
2012,133449.6,Sierra Leone
2013,139262.92,Sierra Leone
2014,141843.14,Sierra Leone
2015,145988.1,Sierra Leone
2016,148541.42,Sierra Leone
2017,152861.45,Sierra Leone
2018,157818.84,Sierra Leone
2019,162610.0,Sierra Leone
1990,170863.38,Singapore
1991,177418.4,Singapore
1992,188861.77,Singapore
1993,196907.19,Singapore
1994,216326.28,Singapore
1995,224837.42,Singapore
1996,241311.14,Singapore
1997,259448.94,Singapore
1998,271510.56,Singapore
1999,292226.7,Singapore
2000,307832.2,Singapore
2001,315592.2,Singapore
2002,336078.1,Singapore
2003,350341.84,Singapore
2004,372948.3,Singapore
2005,383840.47,Singapore
2006,408409.62,Singapore
2007,431629.1,Singapore
2008,411624.66,Singapore
2009,422490.47,Singapore
2010,458943.7,Singapore
2011,477873.38,Singapore
2012,496330.88,Singapore
2013,517952.03,Singapore
2014,527548.44,Singapore
2015,542964.56,Singapore
2016,552460.94,Singapore
2017,568528.2,Singapore
2018,586965.94,Singapore
2019,604785.4,Singapore
1990,1550.9141,Sint Maarten (Dutch part)
1991,1610.4136,Sint Maarten (Dutch part)
1992,1714.2839,Sint Maarten (Dutch part)
1993,1787.3118,Sint Maarten (Dutch part)
1994,1963.5774,Sint Maarten (Dutch part)
1995,2040.8324,Sint Maarten (Dutch part)
1996,2190.363,Sint Maarten (Dutch part)
1997,2354.9985,Sint Maarten (Dutch part)
1998,2464.481,Sint Maarten (Dutch part)
1999,2652.5198,Sint Maarten (Dutch part)
2000,2794.1697,Sint Maarten (Dutch part)
2001,2864.6064,Sint Maarten (Dutch part)
2002,3050.5557,Sint Maarten (Dutch part)
2003,3180.0266,Sint Maarten (Dutch part)
2004,3385.2239,Sint Maarten (Dutch part)
2005,3484.091,Sint Maarten (Dutch part)
2006,3707.1035,Sint Maarten (Dutch part)
2007,3917.865,Sint Maarten (Dutch part)
2008,3736.2861,Sint Maarten (Dutch part)
2009,3834.9143,Sint Maarten (Dutch part)
2010,4165.7974,Sint Maarten (Dutch part)
2011,4337.6206,Sint Maarten (Dutch part)
2012,4505.158,Sint Maarten (Dutch part)
2013,4701.4116,Sint Maarten (Dutch part)
2014,4788.5176,Sint Maarten (Dutch part)
2015,4928.4487,Sint Maarten (Dutch part)
2016,5014.6465,Sint Maarten (Dutch part)
2017,5160.488,Sint Maarten (Dutch part)
2018,5327.845,Sint Maarten (Dutch part)
2019,5489.592,Sint Maarten (Dutch part)
1990,51532.832,Slovenia
1991,53509.848,Slovenia
1992,56961.19,Slovenia
1993,59387.715,Slovenia
1994,65244.562,Slovenia
1995,67811.55,Slovenia
1996,72780.055,Slovenia
1997,78250.46,Slovenia
1998,81888.28,Slovenia
1999,88136.32,Slovenia
2000,92842.98,Slovenia
2001,95183.41,Slovenia
2002,101362.02,Slovenia
2003,105664.0,Slovenia
2004,112482.17,Slovenia
2005,115767.266,Slovenia
2006,123177.39,Slovenia
2007,130180.445,Slovenia
2008,124147.05,Slovenia
2009,127424.21,Slovenia
2010,138418.6,Slovenia
2011,144127.83,Slovenia
2012,149694.67,Slovenia
2013,156215.66,Slovenia
2014,159109.97,Slovenia
2015,163759.5,Slovenia
2016,166623.64,Slovenia
2017,171469.56,Slovenia
2018,177030.42,Slovenia
2019,182404.83,Slovenia
1990,9430.964,Solomon Islands
1991,9792.774,Solomon Islands
1992,10424.401,Solomon Islands
1993,10868.477,Solomon Islands
1994,11940.332,Solomon Islands
1995,12410.112,Solomon Islands
1996,13319.394,Solomon Islands
1997,14320.526,Solomon Islands
1998,14986.279,Solomon Islands
1999,16129.726,Solomon Islands
2000,16991.086,Solomon Islands
2001,17419.404,Solomon Islands
2002,18550.146,Solomon Islands
2003,19337.445,Solomon Islands
2004,20585.23,Solomon Islands
2005,21186.434,Solomon Islands
2006,22542.55,Solomon Islands
2007,23824.172,Solomon Islands
2008,22720.008,Solomon Islands
2009,23319.758,Solomon Islands
2010,25331.826,Solomon Islands
2011,26376.668,Solomon Islands
