year,country_produced_plastic,country
1990,34870.137,Albania
1991,36207.9,Albania
1992,38543.28,Albania
1993,40185.207,Albania
1994,44148.297,Albania
1995,45885.266,Albania
1996,49247.254,Albania
1997,52948.848,Albania
1998,55410.41,Albania
1999,59638.2,Albania
2000,62823.0,Albania
2001,64406.67,Albania
2002,68587.484,Albania
2003,71498.45,Albania
2004,76112.03,Albania
2005,78334.92,Albania
2006,83349.04,Albania
2007,88087.72,Albania
2008,84005.17,Albania
2009,86222.69,Albania
2010,93662.13,Albania
2011,97525.336,Albania
2012,101292.19,Albania
2013,105704.67,Albania
2014,107663.125,Albania
2015,110809.28,Albania
2016,112747.32,Albania
2017,116026.35,Albania
2018,119789.164,Albania
2019,123425.8,Albania
1990,902288.3,Algeria
1991,936903.8,Algeria
1992,997333.44,Algeria
1993,1039819.44,Algeria
1994,1142367.0,Algeria
1995,1187312.2,Algeria
1996,1274306.0,Algeria
1997,1370087.2,Algeria
1998,1433781.9,Algeria
1999,1543178.8,Algeria
2000,1625587.6,Algeria
2001,1666566.2,Algeria
2002,1774747.5,Algeria
2003,1850070.8,Algeria
2004,1969450.1,Algeria
2005,2026969.0,Algeria
2006,2156712.8,Algeria
2007,2279329.2,Algeria
2008,2173690.5,Algeria
2009,2231070.5,Algeria
2010,2423571.0,Algeria
2011,2523534.0,Algeria
2012,2621003.8,Algeria
2013,2735179.8,Algeria
2014,2785856.2,Algeria
2015,2867265.0,Algeria
2016,2917413.2,Algeria
2017,3002260.2,Algeria
2018,3099625.5,Algeria
2019,3193726.0,Algeria
1990,251360.7,Angola
1991,261003.94,Angola
1992,277838.5,Angola
1993,289674.3,Angola
1994,318242.12,Angola
1995,330763.06,Angola
1996,354997.88,Angola
1997,381680.75,Angola
1998,399424.88,Angola
1999,429900.8,Angola
2000,452858.4,Angola
2001,464274.28,Angola
2002,494411.56,Angola
2003,515395.22,Angola
2004,548652.06,Angola
2005,564675.75,Angola
2006,600819.94,Angola
2007,634978.6,Angola
2008,605549.7,Angola
2009,621534.6,Angola
2010,675161.7,Angola
2011,703009.5,Angola
2012,730162.75,Angola
2013,761970.1,Angola
2014,776087.56,Angola
2015,798766.56,Angola
2016,812736.94,Angola
2017,836373.75,Angola
2018,863497.9,Angola
2019,889712.5,Angola
1990,10838.812,Antigua and Barbuda
1991,11254.634,Antigua and Barbuda
1992,11980.549,Antigua and Barbuda
1993,12490.915,Antigua and Barbuda
1994,13722.776,Antigua and Barbuda
1995,14262.685,Antigua and Barbuda
1996,15307.704,Antigua and Barbuda
1997,16458.285,Antigua and Barbuda
1998,17223.422,Antigua and Barbuda
1999,18537.56,Antigua and Barbuda
2000,19527.504,Antigua and Barbuda
2001,20019.762,Antigua and Barbuda
2002,21319.299,Antigua and Barbuda
2003,22224.125,Antigua and Barbuda
2004,23658.18,Antigua and Barbuda
2005,24349.129,Antigua and Barbuda
2006,25907.688,Antigua and Barbuda
2007,27380.629,Antigua and Barbuda
2008,26111.635,Antigua and Barbuda
2009,26800.914,Antigua and Barbuda
2010,29113.344,Antigua and Barbuda
2011,30314.158,Antigua and Barbuda
2012,31485.021,Antigua and Barbuda
2013,32856.57,Antigua and Barbuda
2014,33465.324,Antigua and Barbuda
2015,34443.254,Antigua and Barbuda
2016,35045.664,Antigua and Barbuda
2017,36064.9,Antigua and Barbuda
2018,37234.504,Antigua and Barbuda
2019,38364.89,Antigua and Barbuda
1990,1308770.8,Argentina
1991,1358980.6,Argentina
1992,1446633.9,Argentina
1993,1508259.9,Argentina
1994,1657005.4,Argentina
1995,1722198.5,Argentina
1996,1848383.0,Argentina
1997,1987314.0,Argentina
1998,2079703.1,Argentina
1999,2238383.5,Argentina
2000,2357917.8,Argentina
2001,2417357.2,Argentina
2002,2574274.2,Argentina
2003,2683531.0,Argentina
2004,2856691.0,Argentina
2005,2940122.0,Argentina
2006,3128315.8,Argentina
2007,3306171.2,Argentina
2008,3152942.0,Argentina
2009,3236171.5,Argentina
2010,3515394.0,Argentina
2011,3660390.5,Argentina
2012,3801770.5,Argentina
2013,3967383.2,Argentina
2014,4040889.2,Argentina
2015,4158973.0,Argentina
2016,4231713.0,Argentina
2017,4354784.0,Argentina
2018,4496012.0,Argentina
2019,4632505.0,Argentina
1990,4445.0347,Aruba
1991,4615.5645,Aruba
1992,4913.2646,Aruba
1993,5122.568,Aruba
1994,5627.7583,Aruba
1995,5849.177,Aruba
1996,6277.7427,Aruba
1997,6749.5996,Aruba
1998,7063.385,Aruba
1999,7602.318,Aruba
2000,8008.297,Aruba
2001,8210.174,Aruba
2002,8743.118,Aruba
2003,9114.191,Aruba
2004,9702.302,Aruba
2005,9985.663,Aruba
2006,10624.833,Aruba
2007,11228.891,Aruba
2008,10708.472,Aruba
2009,10991.148,Aruba
2010,11939.483,Aruba
2011,12431.941,Aruba
2012,12912.116,Aruba
2013,13474.594,Aruba
2014,13724.245,Aruba
2015,14125.298,Aruba
2016,14372.349,Aruba
2017,14790.34,Aruba
2018,15269.999,Aruba
2019,15733.575,Aruba
1990,428085.53,Australia
1991,444508.66,Australia
1992,473179.12,Australia
1993,493336.38,Australia
1994,541989.5,Australia
1995,563313.5,Australia
1996,604587.2,Australia
1997,650030.06,Australia
1998,680249.56,Australia
1999,732152.3,Australia
2000,771250.75,Australia
2001,790692.8,Australia
2002,842018.75,Australia
2003,877755.5,Australia
2004,934394.4,Australia
2005,961683.8,Australia
2006,1023240.0,Australia
2007,1081414.8,Australia
2008,1031295.06,Australia
2009,1058518.6,Australia
2010,1149849.4,Australia
2011,1197276.2,Australia
2012,1243520.2,Australia
2013,1297690.4,Australia
2014,1321733.5,Australia
2015,1360357.5,Australia
2016,1384150.0,Australia
2017,1424405.2,Australia
2018,1470599.5,Australia
2019,1515245.0,Australia
1990,24413.469,Bahamas
1991,25350.07,Bahamas
1992,26985.13,Bahamas
1993,28134.686,Bahamas
1994,30909.346,Bahamas
1995,32125.441,Bahamas
1996,34479.254,Bahamas
1997,37070.836,Bahamas
1998,38794.24,Bahamas
1999,41754.223,Bahamas
2000,43983.98,Bahamas
2001,45092.75,Bahamas
2002,48019.844,Bahamas
2003,50057.887,Bahamas
2004,53287.97,Bahamas
2005,54844.27,Bahamas
2006,58354.785,Bahamas
2007,61672.453,Bahamas
2008,58814.156,Bahamas
2009,60366.7,Bahamas
2010,65575.24,Bahamas
2011,68279.97,Bahamas
2012,70917.234,Bahamas
2013,74006.53,Bahamas
2014,75377.695,Bahamas
2015,77580.4,Bahamas
2016,78937.27,Bahamas
2017,81233.0,Bahamas
2018,83867.44,Bahamas
2019,86413.54,Bahamas
1990,28415.994,Bahrain
1991,29506.148,Bahrain
1992,31409.273,Bahrain
1993,32747.295,Bahrain
1994,35976.85,Bahrain
1995,37392.324,Bahrain
1996,40132.04,Bahrain
1997,43148.504,Bahrain
1998,45154.453,Bahrain
1999,48599.72,Bahrain
2000,51195.04,Bahrain
2001,52485.59,Bahrain
2002,55892.57,Bahrain
2003,58264.746,Bahrain
2004,62024.39,Bahrain
2005,63835.844,Bahrain
2006,67921.9,Bahrain
2007,71783.49,Bahrain
2008,68456.586,Bahrain
2009,70263.664,Bahrain
2010,76326.13,Bahrain
2011,79474.3,Bahrain
2012,82543.93,Bahrain
2013,86139.71,Bahrain
2014,87735.67,Bahrain
2015,90299.5,Bahrain
2016,91878.83,Bahrain
2017,94550.945,Bahrain
2018,97617.29,Bahrain
2019,100580.81,Bahrain
1990,897453.0,Bangladesh
1991,931883.06,Bangladesh
1992,991988.8,Bangladesh
1993,1034247.06,Bangladesh
1994,1136245.1,Bangladesh
1995,1180949.5,Bangladesh
1996,1267477.0,Bangladesh
1997,1362745.1,Bangladesh
1998,1426098.4,Bangladesh
1999,1534909.0,Bangladesh
2000,1616876.2,Bangladesh
2001,1657635.2,Bangladesh
2002,1765236.8,Bangladesh
2003,1840156.4,Bangladesh
2004,1958896.0,Bangladesh
2005,2016106.6,Bangladesh
2006,2145155.0,Bangladesh
2007,2267114.5,Bangladesh
2008,2162042.0,Bangladesh
2009,2219114.2,Bangladesh
2010,2410583.2,Bangladesh
2011,2510010.5,Bangladesh
2012,2606958.0,Bangladesh
2013,2720522.2,Bangladesh
2014,2770927.0,Bangladesh
2015,2851899.5,Bangladesh
2016,2901779.0,Bangladesh
2017,2986171.5,Bangladesh
2018,3083014.8,Bangladesh
2019,3176611.0,Bangladesh
1990,27645.527,Barbados
1991,28706.125,Barbados
1992,30557.648,Barbados
1993,31859.39,Barbados
1994,35001.383,Barbados
1995,36378.477,Barbados
1996,39043.906,Barbados
1997,41978.582,Barbados
1998,43930.145,Barbados
1999,47281.992,Barbados
2000,49806.95,Barbados
2001,51062.504,Barbados
2002,54377.11,Barbados
2003,56684.97,Barbados
2004,60342.67,Barbados
2005,62105.01,Barbados
2006,66080.28,Barbados
2007,69837.17,Barbados
2008,66600.47,Barbados
2009,68358.55,Barbados
2010,74256.64,Barbados
2011,77319.445,Barbados
2012,80305.85,Barbados
2013,83804.13,Barbados
2014,85356.82,Barbados
2015,87851.13,Barbados
2016,89387.65,Barbados
2017,91987.305,Barbados
2018,94970.51,Barbados
2019,97853.69,Barbados
1990,151218.16,Belgium
1991,157019.5,Belgium
1992,167147.14,Belgium
1993,174267.55,Belgium
1994,191453.9,Belgium
1995,198986.47,Belgium
1996,213566.1,Belgium
1997,229618.47,Belgium
1998,240293.3,Belgium
1999,258627.56,Belgium
2000,272438.8,Belgium
2001,279306.56,Belgium
2002,297437.1,Belgium
2003,310060.84,Belgium
2004,330068.12,Belgium
2005,339707.94,Belgium
2006,361452.22,Belgium
2007,382002.0,Belgium
2008,364297.6,Belgium
2009,373914.12,Belgium
2010,406176.06,Belgium
2011,422929.28,Belgium
2012,439264.62,Belgium
2013,458399.84,Belgium
2014,466892.9,Belgium
2015,480536.53,Belgium
2016,488941.06,Belgium
2017,503160.94,Belgium
2018,519478.78,Belgium
2019,535249.44,Belgium
1990,9596.845,Belize
1991,9965.02,Belize
1992,10607.756,Belize
1993,11059.642,Belize
1994,12150.35,Belize
1995,12628.393,Belize
1996,13553.668,Belize
1997,14572.409,Belize
1998,15249.873,Belize
1999,16413.432,Belize
2000,17289.941,Belize
2001,17725.795,Belize
2002,18876.424,Belize
2003,19677.57,Belize
2004,20947.305,Belize
2005,21559.08,Belize
2006,22939.05,Belize
2007,24243.215,Belize
2008,23119.629,Belize
2009,23729.928,Belize
2010,25777.387,Belize
2011,26840.605,Belize
2012,27877.305,Belize
2013,29091.695,Belize
2014,29630.695,Belize
2015,30496.568,Belize
2016,31029.951,Belize
2017,31932.395,Belize
2018,32967.98,Belize
2019,33968.844,Belize
1990,68625.21,Benin
1991,71257.96,Benin
1992,75854.05,Benin
1993,79085.39,Benin
1994,86884.836,Benin
1995,90303.234,Benin
1996,96919.7,Benin
1997,104204.53,Benin
1998,109048.94,Benin
1999,117369.32,Benin
2000,123637.08,Benin
2001,126753.78,Benin
2002,134981.72,Benin
2003,140710.56,Benin
2004,149790.19,Benin
2005,154164.89,Benin
2006,164032.8,Benin
2007,173358.61,Benin
2008,165324.06,Benin
2009,169688.2,Benin
2010,184329.19,Benin
2011,191932.06,Benin
2012,199345.3,Benin
2013,208029.17,Benin
2014,211883.45,Benin
2015,218075.16,Benin
2016,221889.27,Benin
2017,228342.48,Benin
2018,235747.77,Benin
2019,242904.75,Benin
1990,2847.0654,Bermuda
1991,2956.2908,Bermuda
1992,3146.9692,Bermuda
1993,3281.0288,Bermuda
1994,3604.6057,Bermuda
1995,3746.4253,Bermuda
1996,4020.9236,Bermuda
1997,4323.1504,Bermuda
1998,4524.1313,Bermuda
1999,4869.3203,Bermuda
2000,5129.352,Bermuda
2001,5258.6553,Bermuda
2002,5600.009,Bermuda
2003,5837.6826,Bermuda
2004,6214.37,Bermuda
2005,6395.8643,Bermuda
2006,6805.2554,Bermuda
2007,7192.1577,Bermuda
2008,6858.8267,Bermuda
2009,7039.8823,Bermuda
2010,7647.2954,Bermuda
2011,7962.7173,Bermuda
2012,8270.271,Bermuda
2013,8630.541,Bermuda
2014,8790.444,Bermuda
2015,9047.32,Bermuda
2016,9205.557,Bermuda
2017,9473.282,Bermuda
2018,9780.507,Bermuda
2019,10077.43,Bermuda
1990,92984.97,Bosnia and Herzegovina
1991,96552.26,Bosnia and Herzegovina
1992,102779.805,Bosnia and Herzegovina
1993,107158.18,Bosnia and Herzegovina
1994,117726.18,Bosnia and Herzegovina
1995,122358.0,Bosnia and Herzegovina
1996,131323.1,Bosnia and Herzegovina
1997,141193.81,Bosnia and Herzegovina
1998,147757.83,Bosnia and Herzegovina
1999,159031.67,Bosnia and Herzegovina
2000,167524.3,Bosnia and Herzegovina
2001,171747.33,Bosnia and Herzegovina
2002,182895.9,Bosnia and Herzegovina
2003,190658.31,Bosnia and Herzegovina
2004,202960.9,Bosnia and Herzegovina
2005,208888.48,Bosnia and Herzegovina
2006,222259.19,Bosnia and Herzegovina
2007,234895.39,Bosnia and Herzegovina
2008,224008.83,Bosnia and Herzegovina
2009,229922.08,Bosnia and Herzegovina
2010,249760.16,Bosnia and Herzegovina
2011,260061.81,Bosnia and Herzegovina
2012,270106.5,Bosnia and Herzegovina
2013,281872.88,Bosnia and Herzegovina
2014,287095.3,Bosnia and Herzegovina
2015,295484.88,Bosnia and Herzegovina
2016,300652.88,Bosnia and Herzegovina
2017,309396.75,Bosnia and Herzegovina
2018,319430.7,Bosnia and Herzegovina
2019,329128.16,Bosnia and Herzegovina
1990,5633318.0,Brazil
1991,5849435.5,Brazil
1992,6226720.0,Brazil
1993,6491975.5,Brazil
1994,7132217.5,Brazil
1995,7412827.5,Brazil
1996,7955961.0,Brazil
1997,8553959.0,Brazil
1998,8951628.0,Brazil
1999,9634633.0,Brazil
2000,10149142.0,Brazil
2001,10404986.0,Brazil
2002,11080402.0,Brazil
2003,11550673.0,Brazil
2004,12296002.0,Brazil
2005,12655114.0,Brazil
2006,13465152.0,Brazil
2007,14230692.0,Brazil
2008,13571150.0,Brazil
2009,13929394.0,Brazil
2010,15131246.0,Brazil
2011,15755352.0,Brazil
2012,16363891.0,Brazil
2013,17076734.0,Brazil
2014,17393126.0,Brazil
2015,17901390.0,Brazil
2016,18214484.0,Brazil
2017,18744216.0,Brazil
2018,19352104.0,Brazil
2019,19939606.0,Brazil
1990,1190.1589,British Virgin Islands
1991,1235.8184,British Virgin Islands
1992,1315.5277,British Virgin Islands
1993,1371.5686,British Virgin Islands
1994,1506.8335,British Virgin Islands
1995,1566.1183,British Virgin Islands
1996,1680.867,British Virgin Islands
1997,1807.2068,British Virgin Islands
1998,1891.2229,British Virgin Islands
1999,2035.5222,British Virgin Islands
2000,2144.2234,British Virgin Islands
2001,2198.276,British Virgin Islands
2002,2340.972,British Virgin Islands
2003,2440.3267,British Virgin Islands
2004,2597.7935,British Virgin Islands
2005,2673.6633,British Virgin Islands
2006,2844.8013,British Virgin Islands
2007,3006.538,British Virgin Islands
2008,2867.1958,British Virgin Islands
2009,2942.8823,British Virgin Islands
2010,3196.7993,British Virgin Islands
2011,3328.655,British Virgin Islands
2012,3457.222,British Virgin Islands
2013,3607.8254,British Virgin Islands
2014,3674.6697,British Virgin Islands
2015,3782.0518,British Virgin Islands
2016,3848.1995,British Virgin Islands
2017,3960.1167,British Virgin Islands
2018,4088.5457,British Virgin Islands
2019,4212.6685,British Virgin Islands
1990,1752.9177,Brunei
1991,1820.1669,Brunei
1992,1937.5663,Brunei
1993,2020.1058,Brunei
1994,2219.3298,Brunei
1995,2306.647,Brunei
1996,2475.6538,Brunei
1997,2661.7327,Brunei
1998,2785.475,Brunei
1999,2998.0056,Brunei
2000,3158.1052,Brunei
2001,3237.716,Brunei
2002,3447.885,Brunei
2003,3594.219,Brunei
2004,3826.143,Brunei
2005,3937.8875,Brunei
2006,4189.947,Brunei
2007,4428.1597,Brunei
2008,4222.93,Brunei
2009,4334.405,Brunei
2010,4708.385,Brunei
2011,4902.5874,Brunei
2012,5091.947,Brunei
2013,5313.7617,Brunei
2014,5412.213,Brunei
2015,5570.3696,Brunei
2016,5667.795,Brunei
2017,5832.632,Brunei
2018,6021.7876,Brunei
2019,6204.6006,Brunei
1990,197586.81,Bulgaria
1991,205167.06,Bulgaria
1992,218400.19,Bulgaria
1993,227703.94,Bulgaria
1994,250160.23,Bulgaria
1995,260002.53,Bulgaria
1996,279052.78,Bulgaria
1997,300027.34,Bulgaria
1998,313975.47,Bulgaria
1999,337931.62,Bulgaria
2000,355977.88,Bulgaria
2001,364951.53,Bulgaria
2002,388641.53,Bulgaria
2003,405136.12,Bulgaria
2004,431278.3,Bulgaria
2005,443874.03,Bulgaria
2006,472285.84,Bulgaria
2007,499136.9,Bulgaria
2008,476003.72,Bulgaria
2009,488569.0,Bulgaria
2010,530723.56,Bulgaria
2011,552613.9,Bulgaria
2012,573958.2,Bulgaria
2013,598960.94,Bulgaria
2014,610058.25,Bulgaria
2015,627885.5,Bulgaria
2016,638867.2,Bulgaria
2017,657447.3,Bulgaria
2018,678768.75,Bulgaria
2019,699375.25,Bulgaria
1990,163836.03,Cambodia
1991,170121.45,Cambodia
1992,181094.16,Cambodia
1993,188808.7,Cambodia
1994,207429.11,Cambodia
1995,215590.2,Cambodia
1996,231386.38,Cambodia
1997,248778.19,Cambodia
1998,260343.75,Cambodia
1999,280207.84,Cambodia
2000,295171.53,Cambodia
2001,302612.34,Cambodia
2002,322255.72,Cambodia
2003,335932.8,Cambodia
2004,357609.53,Cambodia
2005,368053.7,Cambodia
2006,391612.34,Cambodia
2007,413876.84,Cambodia
2008,394695.16,Cambodia
2009,405114.1,Cambodia
2010,440068.03,Cambodia
2011,458219.16,Cambodia
2012,475917.53,Cambodia
2013,496649.44,Cambodia
2014,505851.2,Cambodia
2015,520633.25,Cambodia
2016,529739.06,Cambodia
2017,545145.5,Cambodia
2018,562824.9,Cambodia
2019,579911.5,Cambodia
1990,159371.5,Cameroon
1991,165485.66,Cameroon
1992,176159.34,Cameroon
1993,183663.66,Cameroon
1994,201776.67,Cameroon
1995,209715.38,Cameroon
1996,225081.11,Cameroon
1997,241998.98,Cameroon
1998,253249.39,Cameroon
1999,272572.2,Cameroon
2000,287128.1,Cameroon
2001,294366.16,Cameroon
2002,313474.25,Cameroon
2003,326778.66,Cameroon
2004,347864.66,Cameroon
2005,358024.22,Cameroon
2006,380940.94,Cameroon
2007,402598.72,Cameroon
2008,383939.72,Cameroon
2009,394074.75,Cameroon
2010,428076.2,Cameroon
2011,445732.7,Cameroon
2012,462948.8,Cameroon
2013,483115.75,Cameroon
2014,492066.75,Cameroon
2015,506446.0,Cameroon
2016,515303.72,Cameroon
2017,530290.3,Cameroon
2018,547487.94,Cameroon
2019,564108.94,Cameroon
1990,548646.6,Canada
1991,569695.0,Canada
1992,606439.9,Canada
1993,632273.94,Canada
1994,694629.2,Canada
1995,721958.6,Canada
1996,774856.1,Canada
1997,833097.06,Canada
1998,871827.25,Canada
1999,938347.3,Canada
2000,988456.94,Canada
2001,1013374.44,Canada
2002,1079155.2,Canada
2003,1124956.5,Canada
2004,1197546.5,Canada
2005,1232521.4,Canada
2006,1311413.6,Canada
2007,1385972.0,Canada
2008,1321737.1,Canada
2009,1356627.6,Canada
2010,1473679.8,Canada
2011,1534463.4,Canada
2012,1593731.0,Canada
2013,1663157.0,Canada
2014,1693971.4,Canada
2015,1743472.9,Canada
2016,1773966.1,Canada
2017,1825558.4,Canada
2018,1884762.4,Canada
2019,1941981.1,Canada
1990,5665.1377,Cape Verde
1991,5882.4756,Cape Verde
1992,6261.891,Cape Verde
1993,6528.645,Cape Verde
1994,7172.5034,Cape Verde
1995,7454.698,Cape Verde
1996,8000.9,Cape Verde
1997,8602.275,Cape Verde
1998,9002.19,Cape Verde
1999,9689.054,Cape Verde
2000,10206.469,Cape Verde
2001,10463.758,Cape Verde
2002,11142.989,Cape Verde
2003,11615.916,Cape Verde
2004,12365.456,Cape Verde
2005,12726.595,Cape Verde
2006,13541.209,Cape Verde
2007,14311.073,Cape Verde
2008,13647.807,Cape Verde
2009,14008.073,Cape Verde
2010,15216.714,Cape Verde
2011,15844.345,Cape Verde
2012,16456.322,Cape Verde
2013,17173.191,Cape Verde
2014,17491.37,Cape Verde
2015,18002.506,Cape Verde
2016,18317.367,Cape Verde
2017,18850.092,Cape Verde
2018,19461.412,Cape Verde
2019,20052.234,Cape Verde
1990,2426.8975,Cayman Islands
1991,2520.0034,Cayman Islands
1992,2682.5417,Cayman Islands
1993,2796.817,Cayman Islands
1994,3072.6404,Cayman Islands
1995,3193.5305,Cayman Islands
1996,3427.5186,Cayman Islands
1997,3685.1428,Cayman Islands
1998,3856.4631,Cayman Islands
1999,4150.7095,Cayman Islands
2000,4372.3657,Cayman Islands
2001,4482.5864,Cayman Islands
2002,4773.563,Cayman Islands
2003,4976.161,Cayman Islands
2004,5297.258,Cayman Islands
2005,5451.967,Cayman Islands
2006,5800.9404,Cayman Islands
2007,6130.744,Cayman Islands
2008,5846.606,Cayman Islands
2009,6000.9414,Cayman Islands
2010,6518.713,Cayman Islands
2011,6787.585,Cayman Islands
2012,7049.7505,Cayman Islands
2013,7356.8516,Cayman Islands
2014,7493.1562,Cayman Islands
2015,7712.123,Cayman Islands
2016,7847.0073,Cayman Islands
2017,8075.2217,Cayman Islands
2018,8337.106,Cayman Islands
2019,8590.209,Cayman Islands
1990,6976.4985,Channel Islands
1991,7244.1455,Channel Islands
1992,7711.3877,Channel Islands
1993,8039.8896,Channel Islands
1994,8832.788,Channel Islands
1995,9180.305,Channel Islands
1996,9852.94,Channel Islands
1997,10593.522,Channel Islands
1998,11086.01,Channel Islands
1999,11931.866,Channel Islands
2000,12569.053,Channel Islands
2001,12885.899,Channel Islands
2002,13722.357,Channel Islands
2003,14304.758,Channel Islands
2004,15227.8,Channel Islands
2005,15672.535,Channel Islands
2006,16675.715,Channel Islands
2007,17623.787,Channel Islands
2008,16806.988,Channel Islands
2009,17250.648,Channel Islands
2010,18739.064,Channel Islands
2011,19511.979,Channel Islands
2012,20265.615,Channel Islands
2013,21148.426,Channel Islands
2014,21540.256,Channel Islands
2015,22169.709,Channel Islands
2016,22557.455,Channel Islands
2017,23213.494,Channel Islands
2018,23966.322,Channel Islands
2019,24693.906,Channel Islands
1990,350824.06,Chile
1991,364283.12,Chile
1992,387779.12,Chile
1993,404298.34,Chile
1994,444170.47,Chile
1995,461645.9,Chile
1996,495470.44,Chile
1997,532711.75,Chile
1998,557477.25,Chile
1999,600012.5,Chile
2000,632054.4,Chile
2001,647987.5,Chile
2002,690050.06,Chile
2003,719337.0,Chile
2004,765753.56,Chile
2005,788117.8,Chile
2006,838564.25,Chile
2007,886239.5,Chile
2008,845165.5,Chile
2009,867475.7,Chile
2010,942323.0,Chile
2011,981190.25,Chile
2012,1019088.0,Chile
2013,1063481.5,Chile
2014,1083185.2,Chile
2015,1114838.2,Chile
2016,1134336.8,Chile
2017,1167326.6,Chile
2018,1205183.8,Chile
2019,1241771.5,Chile
1990,28080784.0,China
1991,29158080.0,China
1992,31038754.0,China
1993,32360992.0,China
1994,35552452.0,China
1995,36951224.0,China
1996,39658620.0,China
1997,42639504.0,China
1998,44621788.0,China
1999,48026412.0,China
2000,50591120.0,China
2001,51866444.0,China
2002,55233230.0,China
2003,57577428.0,China
2004,61292720.0,China
2005,63082810.0,China
2006,67120660.0,China
2007,70936696.0,China
2008,67649040.0,China
2009,69434800.0,China
2010,75425750.0,China
2011,78536776.0,China
2012,81570200.0,China
2013,85123560.0,China
2014,86700696.0,China
2015,89234280.0,China
2016,90794984.0,China
2017,93435576.0,China
2018,96465740.0,China
2019,99394310.0,China
1990,1147122.6,Colombia
1991,1191131.0,Colombia
1992,1267958.0,Colombia
1993,1321972.5,Colombia
1994,1452346.1,Colombia
1995,1509487.2,Colombia
1996,1620086.5,Colombia
1997,1741857.9,Colombia
1998,1822835.9,Colombia
1999,1961917.5,Colombia
2000,2066687.8,Colombia
2001,2118785.8,Colombia
2002,2256322.0,Colombia
2003,2352084.0,Colombia
2004,2503856.8,Colombia
2005,2576983.2,Colombia
2006,2741932.8,Colombia
2007,2897821.0,Colombia
2008,2763517.5,Colombia
2009,2836467.2,Colombia
2010,3081202.5,Colombia
2011,3208290.2,Colombia
2012,3332208.2,Colombia
2013,3477365.8,Colombia
2014,3541793.0,Colombia
2015,3645292.0,Colombia
2016,3709047.8,Colombia
2017,3816918.2,Colombia
2018,3940703.2,Colombia
2019,4060337.5,Colombia
1990,24049.861,Comoros
1991,24972.514,Comoros
1992,26583.223,Comoros
1993,27715.656,Comoros
1994,30448.988,Comoros
1995,31646.975,Comoros
1996,33965.73,Comoros
1997,36518.715,Comoros
1998,38216.45,Comoros
1999,41132.344,Comoros
2000,43328.895,Comoros
2001,44421.152,Comoros
2002,47304.65,Comoros
2003,49312.336,Comoros
2004,52494.31,Comoros
2005,54027.434,Comoros
2006,57485.664,Comoros
2007,60753.92,Comoros
2008,57938.195,Comoros
2009,59467.613,Comoros
2010,64598.582,Comoros
2011,67263.02,Comoros
2012,69861.016,Comoros
2013,72904.3,Comoros
2014,74255.04,Comoros
2015,76424.93,Comoros
2016,77761.6,Comoros
2017,80023.14,Comoros
2018,82618.336,Comoros
2019,85126.52,Comoros
1990,52511.008,Congo
1991,54525.547,Congo
1992,58042.406,Congo
1993,60514.99,Congo
1994,66483.01,Congo
1995,69098.72,Congo
1996,74161.54,Congo
1997,79735.78,Congo
1998,83442.66,Congo
1999,89809.29,Congo
2000,94605.29,Congo
2001,96990.14,Congo
2002,103286.03,Congo
2003,107669.67,Congo
2004,114617.26,Congo
2005,117964.72,Congo
2006,125515.49,Congo
2007,132651.48,Congo
2008,126503.56,Congo
2009,129842.93,Congo
2010,141046.0,Congo
2011,146863.61,Congo
2012,152536.11,Congo
2013,159180.89,Congo
2014,162130.12,Congo
2015,166867.92,Congo
2016,169786.42,Congo
2017,174724.33,Congo
2018,180390.75,Congo
2019,185867.16,Congo
1990,203443.52,Costa Rica
1991,211248.45,Costa Rica
1992,224873.81,Costa Rica
1993,234453.34,Costa Rica
1994,257575.27,Costa Rica
1995,267709.3,Costa Rica
1996,287324.22,Costa Rica
1997,308920.5,Costa Rica
1998,323282.06,Costa Rica
1999,347948.3,Costa Rica
2000,366529.47,Costa Rica
2001,375769.12,Costa Rica
2002,400161.28,Costa Rica
2003,417144.8,Costa Rica
2004,444061.9,Costa Rica
2005,457030.94,Costa Rica
2006,486284.94,Costa Rica
2007,513931.9,Costa Rica
2008,490113.0,Costa Rica
2009,503050.72,Costa Rica
2010,546454.8,Costa Rica
2011,568994.0,Costa Rica
2012,590971.0,Costa Rica
2013,616714.8,Costa Rica
2014,628141.06,Costa Rica
2015,646496.75,Costa Rica
2016,657803.94,Costa Rica
2017,676934.8,Costa Rica
2018,698888.25,Costa Rica
2019,720105.56,Costa Rica
1990,364551.75,Cote d'Ivoire
1991,378537.47,Cote d'Ivoire
1992,402952.84,Cote d'Ivoire
1993,420118.47,Cote d'Ivoire
1994,461550.78,Cote d'Ivoire
1995,479710.03,Cote d'Ivoire
1996,514858.12,Cote d'Ivoire
1997,553556.7,Cote d'Ivoire
1998,579291.2,Cote d'Ivoire
1999,623490.9,Cote d'Ivoire
2000,656786.56,Cote d'Ivoire
2001,673343.1,Cote d'Ivoire
2002,717051.6,Cote d'Ivoire
2003,747484.5,Cote d'Ivoire
2004,795717.4,Cote d'Ivoire
2005,818956.75,Cote d'Ivoire
2006,871377.1,Cote d'Ivoire
2007,920917.94,Cote d'Ivoire
2008,878236.7,Cote d'Ivoire
2009,901419.9,Cote d'Ivoire
2010,979195.94,Cote d'Ivoire
2011,1019584.0,Cote d'Ivoire
2012,1058964.8,Cote d'Ivoire
